customer_id,customer_name,segment
KC-16540,Kelly Collister,Consumer
CB-12415,Christy Brittain,Consumer
MT-17815,Meg Tillman,Consumer
MZ-17335,Maria Zettner,Home Office
GH-14665,Greg Hansen,Consumer
KB-16405,Katrina Bavinger,Home Office
PB-18805,Patrick Bzostek,Home Office
TP-21415,Tom Prescott,Consumer
RH-19555,Ritsa Hightower,Consumer
MH-17620,Matt Hagelstein,Corporate
SU-20665,Stephanie Ulpright,Home Office
AF-10870,Art Ferguson,Consumer
TT-21460,Tonja Turnell,Home Office
SC-20800,Stuart Calhoun,Consumer
DJ-13630,Doug Jacobs,Consumer
PM-19135,Peter McVee,Home Office
EM-14200,Evan Minnotte,Home Office
ER-13855,Elpida Rittenbach,Corporate
JR-15670,Jim Radford,Consumer
DL-13495,Dionis Lloyd,Corporate
BT-11485,Brad Thomas,Home Office
BO-11350,Bill Overfelt,Corporate
EB-13975,Erica Bern,Corporate
JB-16000,Joy Bell-,Consumer
BE-11335,Bill Eplett,Home Office
TB-21355,Todd Boyes,Corporate
HE-14800,Harold Engle,Corporate
BE-11410,Bobby Elias,Consumer
DW-13540,Don Weiss,Consumer
JG-15310,Jason Gross,Corporate
CJ-12010,Caroline Jumper,Consumer
BD-11770,Bryan Davis,Consumer
HZ-14950,Henia Zydlo,Consumer
SV-20935,Susan Vittorini,Consumer
JT-12540,Jill Trafton,Consumer
JM-15250,Janet Martin,Consumer
RB-19360,Raymond Buch,Consumer
SW-20350,Sean Wendt,Home Office
JM-15580,Jill Matthias,Consumer
CR-12580,Clay Rozendal,Home Office
EL-13735,Ed Ludwig,Home Office
CL-12700,Craig Leslie,Home Office
RB-19570,Rob Beeghly,Consumer
CM-12235,Chris McAfee,Consumer
SM-20905,Susan MacKendrick,Consumer
LW-16990,Lindsay Williams,Corporate
CV-12805,Cynthia Voltz,Corporate
AS-10285,Alejandro Savely,Corporate
CC-12370,Christopher Conant,Consumer
RW-19690,Robert Waldorf,Consumer
LP-17095,Liz Preis,Consumer
SC-20230,Scot Coram,Corporate
RS-19870,Roy Skaria,Home Office
DV-13045,Darrin Van Huff,Corporate
HO-15234,Harry Olson,Consumer
HO-15233,Harry Olson,Consumer
HO-15232,Harry Olson,Consumer
HO-15231,Harry Olson,Consumer
JS-15685,Jim Sink,Corporate
TB-21055,Ted Butterfield,Consumer
LD-16855,Lela Donovan,Corporate
PF-19225,Phillip Flathmann,Consumer
AR-10570,Anemone Ratner,Consumer
LB-16735,Larry Blacks,Consumer
AG-10330,Alex Grayson,Consumer
ML-17755,Max Ludwig,Home Office
AO-10810,Anthony O'Donnell,Corporate
MH-18115,Mick Hernandez,Home Office
JS-13215,Jennifer Sheldon,Corporate
CM-12160,Charles McCrossin,Consumer
SC-20845,Sung Chung,Consumer
AS-10135,Adrian Shami,Home Office
RR-19315,Ralph Ritter,Consumer
NS-18505,Neola Schneider,Consumer
CD-11980,Carol Darley,Consumer
SK-19990,Sally Knutson,Consumer
JE-16165,Justin Ellison,Corporate
CJ-11875,Carl Jackson,Corporate
RM-19750,Roland Murray,Consumer
ML-18040,Michelle Lonsdale,Corporate
TM-21490,Tony Molinari,Consumer
MG-18205,Mitch Gastineau,Corporate
CC-12550,Clay Cheatham,Consumer
CS-12460,Chuck Sachs,Consumer
JC-15385,Jenna Caffey,Consumer
TC-21145,Theresa Coyne,Corporate
PH-18790,Patricia Hirasaki,Home Office
JR-15700,Jocasta Rupert,Consumer
CD-12280,Christina DeMoss,Consumer
